Region,Business,Name,Status,RiskCategory,RiskSubCategory,DiscoveryDate,OccurrenceStartDate,NetLoss,RecoveryAmount,EstimatedGrossLoss
Asia Pac,Retail Banking,LE_06_208,Under Review,External Fraud,Systems Security,2008-07-21,2008-07-24,93672,22481,106700
EMEA,Retail Banking,LE_06_209,Not Started,External Fraud,Theft and Fraud,2008-07-22,2008-07-25,204456,75649,206600
North America,Retail Banking,LE_06_210,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2008-07-29,2008-07-30,104666,37680,114500
EMEA,Retail Banking,LE_06_211,In Progress,Internal Fraud,Theft and Fraud,2008-07-30,2008-08-02,17361,4861,25800
EMEA,Retail Banking,LE_06_212,Rejected,Employment Practices and Workplace Safety,Diversity and Discrimination,2008-07-31,2008-08-02,91880,18376,88300
Asia Pac,Retail Banking,LE_06_213,Rejected,External Fraud,Theft and Fraud,2008-08-02,2008-08-05,6416,1925,8600
Asia Pac,Retail Banking,LE_06_214,Rejected,External Fraud,Theft and Fraud,2008-08-08,2008-08-09,72035,20170,80700
North America,Trading and Sales,LE_06_215,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-08-08,2008-08-11,1046916,251260,1038100
EMEA,Retail Banking,LE_06_216,In Progress,External Fraud,Systems Security,2008-08-13,2008-08-15,26938,8620,24600
EMEA,Retail Banking,LE_06_217,Under Review,External Fraud,Theft and Fraud,2008-08-17,2008-08-18,219565,83435,231200
North America,Retail Banking,LE_06_218,Not Started,External Fraud,Theft and Fraud,2008-08-17,2008-08-20,167003,53441,173700
North America,Retail Banking,LE_06_219,Approved,External Fraud,Theft and Fraud,2008-08-18,2008-08-19,202555,46588,214600
Asia Pac,Retail Banking,LE_06_220,Rejected,"Clients, Products and Business Practices",Advisory Activities,2008-08-31,2008-09-01,124949,32487,140200
EMEA,Retail Banking,LE_06_221,In Progress,Business Disruption and System Failures,Infrastructure and Systems,2008-09-01,2008-09-02,35413,12040,49100
EMEA,Agency Services,LE_06_222,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-09-01,2008-09-04,439280,175712,437700
EMEA,Retail Banking,LE_06_223,Not Started,External Fraud,Systems Security,2008-09-02,2008-09-04,174257,34851,182900
Asia Pac,Asset Management,LE_06_224,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2008-09-03,2008-09-04,87002,34801,103000
EMEA,Retail Banking,LE_06_225,In Progress,External Fraud,Theft and Fraud,2008-09-09,2008-09-12,80039,28814,96700
EMEA,Commercial Banking,LE_06_226,Under Review,"Clients, Products and Business Practices","Suitability, Disclosures and Fiduciary",2008-09-17,2008-09-19,866021,337748,859700
EMEA,Retail Brokerage,LE_06_227,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-09-17,2008-09-20,308085,110911,312100
North America,Retail Banking,LE_06_228,Not Started,Employment Practices and Workplace Safety,Employee Relations,2008-09-20,2008-09-23,178656,58956,187700
EMEA,Agency Services,LE_06_229,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2008-09-24,2008-09-25,632563,145489,640900
North America,Trading and Sales,LE_06_230,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2008-09-29,2008-10-02,639026,236440,635200
North America,Trading and Sales,LE_06_231,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-10-02,2008-10-03,963079,385231,959300
EMEA,Retail Banking,LE_06_232,Under Review,Employment Practices and Workplace Safety,Safe Environment,2008-10-04,2008-10-05,176255,49351,188600
EMEA,Asset Management,LE_06_233,Rejected,"Clients, Products and Business Practices","Selection, Sponsorship and Exposure",2008-10-09,2008-10-12,242433,87276,247800
EMEA,Trading and Sales,LE_06_234,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2008-10-18,2008-10-20,1041508,229132,1056400
Asia Pac,Retail Banking,LE_06_235,Rejected,External Fraud,Theft and Fraud,2008-10-20,2008-10-21,269574,99742,282300
Asia Pac,Retail Banking,LE_06_236,Approved,"Clients, Products and Business Practices",Improper Business or Market Practices,2008-10-31,2008-11-01,268044,75052,275200
EMEA,Retail Banking,LE_06_237,Not Started,External Fraud,Theft and Fraud,2008-11-05,2008-11-08,196899,39380,193400
Asia Pac,Asset Management,LE_06_238,In Progress,"Execution, Delivery and Process Management",Customer/Client Account Management,2008-11-08,2008-11-09,12498,3499,16800
Asia Pac,Retail Banking,LE_06_239,Under Review,External Fraud,Systems Security,2008-11-08,2008-11-11,191880,59483,188300
North America,Trading and Sales,LE_06_240,Approved,"Execution, Delivery and Process Management",Transaction/Data Management,2008-11-11,2008-11-14,913292,356184,910300
EMEA,Retail Banking,LE_06_241,Not Started,External Fraud,Theft and Fraud,2008-11-15,2008-11-17,170323,40878,163600
Asia Pac,Retail Banking,LE_06_242,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2008-11-17,2008-11-20,256178,53797,255700
EMEA,Trading and Sales,LE_06_243,In Progress,"Clients, Products and Business Practices",Product Flaws,2008-11-18,2008-11-21,61408,20879,58500
North America,Retail Banking,LE_06_244,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2008-11-20,2008-11-23,193684,58105,207200
Asia Pac,Commercial Banking,LE_06_245,Approved,External Fraud,Theft and Fraud,2008-11-22,2008-11-25,697434,230153,709500
North America,Retail Banking,LE_06_246,Not Started,Internal Fraud,Unauthorized Activity,2008-11-23,2008-11-26,34898,11516,31900
EMEA,Corporate Finance,LE_06_247,In Progress,Employment Practices and Workplace Safety,Safe Environment,2008-11-25,2008-11-28,1533864,322112,1538900
North America,Retail Banking,LE_06_248,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-11-30,2008-12-03,56094,11219,53900
EMEA,Retail Banking,LE_06_249,Approved,Damage to Physical Assets,Willful Damage,2008-12-01,2008-12-04,217607,65282,222700
Asia Pac,Retail Banking,LE_06_250,Not Started,External Fraud,Theft and Fraud,2008-12-06,2008-12-07,31977,10552,44400
Asia Pac,Retail Banking,LE_06_251,Rejected,Internal Fraud,Theft and Fraud,2008-12-12,2008-12-15,145906,45231,157300
North America,Retail Brokerage,LE_06_252,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2008-12-14,2008-12-15,310248,80665,306400
North America,Agency Services,LE_06_253,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-12-18,2008-12-20,226271,52042,240000
Asia Pac,Retail Banking,LE_06_254,Rejected,"Execution, Delivery and Process Management",Reporting and Disclosure,2008-12-24,2008-12-25,33424,9025,37200
North America,Commercial Banking,LE_06_255,Rejected,External Fraud,Systems Security,2008-12-24,2008-12-27,112528,38260,118600
North America,Trading and Sales,LE_06_256,In Progress,External Fraud,Theft and Fraud,2009-01-03,2009-01-06,162539,35759,173000
North America,Retail Banking,LE_06_257,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2009-01-04,2009-01-07,214324,81443,224200
North America,Retail Banking,LE_06_258,Approved,External Fraud,Theft and Fraud,2009-01-04,2009-01-07,93890,30045,90600
North America,Trading and Sales,LE_06_259,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2009-01-08,2009-01-09,393801,122078,404600
North America,Retail Banking,LE_06_260,In Progress,External Fraud,Theft and Fraud,2009-01-12,2009-01-13,12591,4911,14700
Asia Pac,Trading and Sales,LE_06_261,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2009-01-13,2009-01-16,606332,218279,613500
EMEA,Retail Banking,LE_06_262,Not Started,External Fraud,Systems Security,2009-01-13,2009-01-16,220785,79483,213900
North America,Retail Banking,LE_06_263,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-01-15,2009-01-16,552,171,-5400
EMEA,Retail Banking,LE_06_264,Not Started,External Fraud,Theft and Fraud,2009-01-22,2009-01-25,96009,34563,95600
EMEA,Trading and Sales,LE_06_265,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-01-24,2009-01-25,122813,33160,132200
North America,Retail Banking,LE_06_266,Under Review,External Fraud,Theft and Fraud,2009-01-25,2009-01-26,184789,66524,197600
Asia Pac,Retail Banking,LE_06_267,Rejected,"Execution, Delivery and Process Management",Customer/Client Account Management,2009-01-26,2009-01-28,84325,26984,102400
North America,Trading and Sales,LE_06_268,Not Started,External Fraud,Theft and Fraud,2009-01-30,2009-01-31,509999,173400,517700
Asia Pac,Retail Banking,LE_06_269,Not Started,Employment Practices and Workplace Safety,Employee Relations,2009-02-02,2009-02-05,2794,754,1000
EMEA,Retail Banking,LE_06_270,Under Review,External Fraud,Theft and Fraud,2009-02-02,2009-02-04,190318,45676,198200
North America,Retail Banking,LE_06_271,Approved,External Fraud,Theft and Fraud,2009-02-02,2009-02-05,171534,66898,171000
North America,Commercial Banking,LE_06_272,Not Started,Employment Practices and Workplace Safety,Safe Environment,2009-02-02,2009-02-05,405196,105351,404300
EMEA,Commercial Banking,LE_06_273,In Progress,External Fraud,Systems Security,2009-02-03,2009-02-04,791914,300927,796900
North America,Retail Brokerage,LE_06_274,Not Started,External Fraud,Theft and Fraud,2009-02-14,2009-02-17,144768,46326,153100
North America,Retail Banking,LE_06_275,Under Review,"Execution, Delivery and Process Management",Transaction/Data Management,2009-02-15,2009-02-16,-1030,-268,1900
Asia Pac,Trading and Sales,LE_06_276,Rejected,"Execution, Delivery and Process Management",Customer Intake and Documentation,2009-02-16,2009-02-19,263815,73868,275600
Asia Pac,Retail Banking,LE_06_277,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2009-02-17,2009-02-18,173525,69410,190000
EMEA,Retail Brokerage,LE_06_278,In Progress,"Clients, Products and Business Practices",Advisory Activities,2009-02-17,2009-02-19,93764,30004,100600
North America,Trading and Sales,LE_06_279,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2009-02-19,2009-02-20,873027,296829,872500
Asia Pac,Retail Banking,LE_06_280,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-02-20,2009-02-23,211793,78364,205200
Asia Pac,Commercial Banking,LE_06_281,Not Started,"Clients, Products and Business Practices",Product Flaws,2009-02-27,2009-03-02,242755,70399,240000
North America,Trading and Sales,LE_06_282,In Progress,Business Disruption and System Failures,Infrastructure and Systems,2009-03-03,2009-03-06,807828,169644,814600
Asia Pac,Trading and Sales,LE_06_283,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-03-04,2009-03-07,339307,91613,342900
North America,Trading and Sales,LE_06_284,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2009-03-04,2009-03-06,455875,127645,463900
EMEA,Retail Banking,LE_06_285,Not Started,External Fraud,Systems Security,2009-03-05,2009-03-08,191368,53583,189700
Asia Pac,Retail Banking,LE_06_286,Not Started,External Fraud,Theft and Fraud,2009-03-10,2009-03-13,93570,25264,91300
North America,Retail Banking,LE_06_287,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-03-13,2009-03-16,32751,12445,43700
Asia Pac,Retail Banking,LE_06_288,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2009-03-15,2009-03-17,188989,62366,201900
EMEA,Retail Banking,LE_06_289,Approved,External Fraud,Theft and Fraud,2009-03-15,2009-03-17,89624,31369,94000
North America,Retail Banking,LE_06_290,Not Started,Employment Practices and Workplace Safety,Employee Relations,2009-03-15,2009-03-18,35359,12022,36600
North America,Retail Banking,LE_06_291,In Progress,"Execution, Delivery and Process Management",Trade Counterparties,2009-03-17,2009-03-20,161452,61352,166700
North America,Commercial Banking,LE_06_292,Under Review,External Fraud,Theft and Fraud,2009-03-20,2009-03-23,784060,250899,791500
North America,Trading and Sales,LE_06_293,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-03-23,2009-03-26,949052,237263,946400
North America,Asset Management,LE_06_294,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-03-25,2009-03-26,185893,65063,187600
EMEA,Retail Banking,LE_06_295,Not Started,External Fraud,Systems Security,2009-03-27,2009-03-28,1492,298,1400
North America,Commercial Banking,LE_06_296,Under Review,"Clients, Products and Business Practices",Advisory Activities,2009-04-01,2009-04-02,278747,72474,279900
EMEA,Retail Banking,LE_06_297,Under Review,External Fraud,Theft and Fraud,2009-04-03,2009-04-06,132064,30375,144800
North America,Retail Banking,LE_06_298,Not Started,External Fraud,Theft and Fraud,2009-04-03,2009-04-04,161575,38778,168200
EMEA,Commercial Banking,LE_06_299,Rejected,Employment Practices and Workplace Safety,Safe Environment,2009-04-11,2009-04-12,118538,28449,135000
North America,Retail Banking,LE_06_300,In Progress,External Fraud,Theft and Fraud,2009-04-11,2009-04-12,59357,16026,54100
EMEA,Commercial Banking,LE_06_301,Under Review,"Execution, Delivery and Process Management",Customer/Client Account Management,2009-04-13,2009-04-14,384703,103870,383600
North America,Retail Banking,LE_06_302,Approved,External Fraud,Systems Security,2009-04-16,2009-04-19,96145,26921,97100
Asia Pac,Retail Banking,LE_06_303,Not Started,"Execution, Delivery and Process Management",Transaction/Data Management,2009-04-17,2009-04-20,104655,30350,114200
North America,Retail Banking,LE_06_304,In Progress,External Fraud,Theft and Fraud,2009-04-19,2009-04-21,33082,13233,32200
North America,Retail Banking,LE_06_305,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2009-04-20,2009-04-21,73827,14765,80900
North America,Retail Banking,LE_06_306,Approved,Employment Practices and Workplace Safety,Safe Environment,2009-04-20,2009-04-21,223445,69268,231700
EMEA,Trading and Sales,LE_06_307,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2009-04-26,2009-04-27,79858,15972,80100
North America,Retail Banking,LE_06_308,In Progress,External Fraud,Theft and Fraud,2009-05-01,2009-05-04,92290,35070,108400
Asia Pac,Retail Banking,LE_06_309,Not Started,External Fraud,Theft and Fraud,2009-05-03,2009-05-04,255848,58845,249100
EMEA,Retail Banking,LE_06_310,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-05-03,2009-05-06,94323,25467,101200
Asia Pac,Retail Banking,LE_06_311,Approved,External Fraud,Systems Security,2009-05-04,2009-05-07,24796,8679,28100
EMEA,Retail Banking,LE_06_312,Not Started,External Fraud,Theft and Fraud,2009-05-08,2009-05-11,59424,16639,52500
Asia Pac,Retail Banking,LE_06_313,In Progress,External Fraud,Theft and Fraud,2009-05-16,2009-05-19,267337,93568,265300
EMEA,Trading and Sales,LE_06_314,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2009-05-22,2009-05-25,111843,32435,104600
North America,Retail Banking,LE_06_315,Approved,External Fraud,Theft and Fraud,2009-05-25,2009-05-28,133196,41291,142300
EMEA,Retail Banking,LE_06_316,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-05-27,2009-05-30,143454,38732,147600
Asia Pac,Trading and Sales,LE_06_317,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2009-05-28,2009-05-29,737043,287447,749300
